id,sex,employment,married,income,digital3
14871,F,employed,0,6552,.43949017
14872,M,employed,1,6236,0
14873,M,employed,0,22478,.54808736
14874,M,employed,1,10386,.46586043
14875,F,retired,1,10394,0
14876,F,employed,1,13875,0
14877,M,employed,1,15608,.82785791
14878,M,student,0,0,.051559731
14879,F,unemployed,1,0,.51988959
14880,M,employed,1,5546,0
14881,F,student,0,0,.995444
14882,M,student,0,0,0
14883,M,student,0,0,.80519921
14884,F,employed,0,12196,.82079828
14885,M,unemployed,1,8336,0
14886,F,employed,1,51667,.56557781
14887,M,employed,0,26418,.69583738
14888,M,employed,1,6842,0
14889,M,employed,0,17743,.42642462
14890,M,retired,0,7368,.2145284
14891,M,student,0,17699,.1939064
14892,M,student,0,0,.057142317
14893,F,employed,1,31744,.93560302
14894,M,employed,0,11040,.20817052
14895,M,employed,0,6286,.73680747
14896,F,unemployed,1,0,.3743667
14897,M,employed,1,5355,0
14898,F,unemployed,1,0,.65770292
14899,F,employed,1,5151,.19694076
14900,M,employed,1,17551,0
14901,F,unemployed,1,0,0
14902,M,employed,0,14476,.81057364
14903,F,employed,1,10661,.31484526
14904,M,unemployed,1,10172,0
14905,M,employed,1,19094,.63004375
14906,M,retired,0,6798,.2033855
14907,M,employed,1,33625,.85043216
14908,M,employed,1,28346,.041504242
14909,F,retired,0,33977,.10510292
14910,M,employed,0,5838,.44066954
14911,F,employed,1,13425,.2797783
14912,M,employed,0,72828,.77540213
14913,M,student,0,0,.23216084
14914,F,employed,1,5978,.017572699
14915,F,retired,0,7001,0
14916,M,student,0,0,.85937274
14917,F,employed,1,29094,0
14918,M,employed,0,8834,.39365375
14919,F,employed,1,30555,0
14920,F,unemployed,1,0,.81132817
14921,M,employed,1,10706,.80934882
14922,M,employed,0,5318,0
14923,M,employed,1,6897,.11642976
14924,M,student,0,0,.79804814
14925,F,employed,1,9298,.52808285
14926,F,student,0,10387,.9604966
14927,F,employed,1,13904,.53274202
14928,M,retired,0,5605,0
14929,F,unemployed,1,0,.23875377
14930,F,employed,1,13865,.19831927
14931,F,employed,1,7809,.61474377
14932,M,student,1,0,.88282704
14933,M,unemployed,1,24002,0
14934,F,employed,0,93545,.79402465
14935,F,employed,0,24587,.58166915
14936,M,employed,1,17126,.64021486
14937,M,employed,1,13152,.836146
14938,M,student,0,0,.94654906
14939,M,student,0,0,.90345013
14940,M,employed,1,16988,.42042583
14941,M,employed,1,11909,.56324887
14942,M,unemployed,1,17172,.93793505
14943,F,retired,0,74095,0
14944,M,employed,1,7392,.39004776
14945,M,employed,0,6870,.10884061
14946,F,employed,1,50316,0
14947,M,employed,1,10827,0
14948,F,employed,1,8783,.61698705
14949,M,retired,0,6223,.21599784
14950,M,student,0,0,.78365052
14951,F,retired,1,5235,.16306666
14952,M,employed,1,7488,.6444509
14953,F,student,1,10877,.13815303
14954,F,employed,1,18405,.26268256
14955,F,unemployed,1,0,.26101723
14956,M,student,0,39216,.88696277
14957,M,employed,1,5968,.52674764
14958,M,employed,0,23132,.78319299
14959,F,unemployed,0,0,.52129912
14960,M,unemployed,0,6765,0
14961,F,employed,1,4644,.034047686
14962,F,unemployed,1,23414,.52055508
14963,M,employed,0,11000,0
14964,F,unemployed,0,0,.05764965
14965,F,employed,1,12601,.43247277
14966,M,employed,1,21302,.21766326
14967,F,employed,0,19174,.72202629
14968,M,unemployed,1,0,.41727725
14969,F,employed,1,4691,.49046966
14970,F,employed,1,4536,.4344312
14971,F,employed,1,4187,.37369588
14972,M,employed,1,12690,.53637743
14973,M,employed,0,28213,.64266831
14974,M,student,0,0,.89355838
14975,F,employed,1,20312,.2825034
14976,F,employed,1,8141,.57035339
14977,F,employed,1,28023,.90160829
14978,F,employed,1,7098,.10365018
14979,M,unemployed,1,14363,.91728842
14980,M,employed,1,16962,.57925016
14981,M,student,0,0,.84701389
14982,F,employed,1,28325,.54703307
14983,M,unemployed,1,0,.55399346
14984,F,employed,1,7666,.70640975
14985,M,unemployed,0,0,.66394943
14986,F,unemployed,1,0,0
14987,M,employed,1,62860,0
14988,M,unemployed,1,8617,.37494805
14989,F,employed,1,5296,0
14990,M,unemployed,1,0,.39242175
14991,M,employed,0,11826,0
14992,M,employed,1,14921,.51233703
14993,F,retired,1,4924,0
14994,M,employed,0,28554,.52200192
14995,M,retired,1,11980,.0021153421
14996,F,employed,1,27475,.43741551
14997,F,employed,0,5742,.85847116
14998,F,employed,1,14812,.83389044
14999,M,employed,1,17278,.46095136
15000,F,unemployed,0,38641,.61463946
15001,F,employed,1,8531,.59774643
15002,M,employed,0,18049,.80224705
15003,F,employed,1,4681,.87531269
15004,M,employed,1,20797,.21489161
15005,M,retired,1,33150,.22482982
15006,M,employed,1,13632,.23336165
15007,M,employed,1,14224,.98506093
15008,F,unemployed,1,23705,.63157642
15009,M,employed,1,8644,.74757653
15010,F,student,0,81459,.12185
15011,M,unemployed,1,8778,.71061921
15012,F,employed,0,7224,.44081956
15013,F,retired,0,29249,0
15014,F,unemployed,1,0,.52259952
15015,F,employed,1,13365,.78793389
15016,M,employed,1,17082,.48443559
15017,F,unemployed,0,0,.11346785
15018,F,student,1,0,.92712337
15019,F,employed,1,11671,.84482664
15020,F,employed,1,7467,.77105939
15021,F,student,0,0,.062550731
15022,M,student,0,0,.56256294
15023,M,retired,1,9265,.1341873
15024,M,employed,0,22395,.75222898
15025,M,retired,1,9020,0
15026,M,employed,1,6986,.52964681
15027,M,student,0,0,.85277575
15028,M,employed,1,16546,.12045644
15029,M,unemployed,1,0,.75967115
15030,M,employed,1,18407,0
15031,F,retired,0,7361,.14996012
15032,M,employed,0,72830,.59384912
15033,F,retired,1,8921,0
15034,F,unemployed,1,0,.53955603
15035,F,employed,0,51171,.25670794
15036,M,employed,1,12147,.16468157
15037,M,employed,0,50731,.065024205
15038,F,student,0,3418,.89438379
15039,F,employed,1,7843,.79802221
15040,M,unemployed,1,0,.042335171
15041,M,employed,1,14767,.44414848
15042,M,employed,1,53116,0
15043,M,employed,1,6820,.23351137
15044,F,employed,0,121497,.41243392
15045,M,employed,1,11016,.5295912
15046,M,retired,0,6801,0
15047,M,unemployed,0,0,.25887656
15048,F,employed,1,5138,.91139555
15049,M,unemployed,1,0,.88132638
15050,F,unemployed,1,0,.71169323
15051,M,employed,1,9437,0
15052,M,employed,1,13626,.61076558
15053,M,employed,0,25511,0
15054,F,retired,0,5370,.39492354
15055,M,employed,0,17025,.63399839
15056,M,employed,0,14325,0
15057,M,retired,1,6056,.21036121
15058,M,employed,1,12812,.78719193
15059,F,student,1,0,0
15060,F,unemployed,1,9450,.61730206
15061,M,retired,1,9485,.21910557
15062,F,student,0,0,.51750368
15063,M,employed,1,9561,.55645257
15064,M,employed,1,7167,.84951222
15065,F,employed,1,18396,0
15066,F,unemployed,1,0,.71780771
15067,M,employed,1,8184,0
15068,F,employed,1,24649,0
15069,F,employed,0,28623,.86695147
15070,M,employed,1,5753,.63693225
15071,F,employed,0,10076,.25883222
15072,F,employed,0,16158,0
15073,M,employed,1,12553,.22270332
15074,F,unemployed,1,22993,.71618307
15075,M,employed,1,8684,.55946547
15076,M,employed,0,172642,.36424348
15077,F,employed,0,5399,.62064606
15078,M,employed,1,71723,.51076984
15079,F,unemployed,1,0,.16045451
15080,F,retired,1,2436,.25861466
15081,F,unemployed,0,0,.64671701
15082,M,employed,1,10527,.084810607
15083,M,employed,1,8152,.64784408
15084,F,employed,0,9769,.50878102
15085,M,student,0,0,0
15086,M,student,1,10044,.88490182
15087,M,retired,0,31834,.29350212
15088,F,employed,1,7730,.62818629
15089,M,employed,1,19612,.64632386
15090,M,employed,1,73256,.068262421
15091,M,employed,1,27911,.63103878
15092,M,employed,1,8496,0
15093,F,employed,1,6550,.69089258
15094,M,student,0,18795,0
15095,F,employed,1,4952,.5108574
15096,M,employed,1,115026,0
15097,M,employed,0,20485,.8207612
15098,F,student,0,0,.12800308
15099,M,employed,1,21033,.13771789
15100,M,employed,1,10795,.73053652
15101,F,employed,1,11248,.63133043
15102,F,employed,1,4530,.30705452
15103,M,employed,0,10465,0
15104,M,employed,1,20805,.56091738
15105,M,student,0,0,.22497085
15106,M,unemployed,1,0,0
15107,M,student,0,0,.87909198
15108,M,retired,0,880,0
15109,F,employed,0,16397,.51642716
15110,M,employed,1,8657,.5274983
15111,F,retired,0,17344,0
15112,M,employed,0,7916,0
15113,F,employed,1,28328,.60775506
15114,M,employed,0,5244,.0077614072
15115,M,student,0,0,.85205907
15116,M,employed,1,10112,0
15117,F,employed,1,13138,.54907602
15118,M,employed,0,8330,.65942377
15119,F,unemployed,1,33699,.76196253
15120,M,employed,0,10541,.39836943
15121,F,employed,1,6293,.8468461
15122,M,employed,1,11919,.61174345
15123,M,employed,1,12990,.50031298
15124,M,employed,1,7340,.76335394
15125,M,employed,1,8030,0
15126,F,employed,1,15400,.57453763
15127,F,student,0,0,0
15128,M,employed,0,5936,0
15129,F,employed,1,25896,.69345611
15130,F,student,0,0,.16766834
15131,M,employed,0,8142,.70867211
15132,M,employed,1,21393,.86284518
15133,M,employed,1,12452,0
15134,M,retired,0,5812,.21367702
15135,M,employed,1,18552,.52899748
15136,F,retired,1,9160,.12848362
15137,M,employed,0,27738,.58005208
15138,M,employed,1,10475,.60848635
15139,F,employed,1,4800,.26122254
15140,M,employed,1,146255,.3635242
15141,F,employed,1,11237,0
15142,M,student,0,40320,.90386295
15143,F,unemployed,0,18016,.50406569
15144,M,employed,1,196895,0
15145,F,unemployed,1,0,.63199937
15146,F,student,0,0,.82591391
15147,M,employed,1,7548,.50226879
15148,M,employed,0,13927,0
15149,M,student,0,0,.9042452
15150,M,unemployed,0,0,.039229266
15151,F,employed,0,25717,.5108729
15152,M,employed,0,17555,.83840102
15153,M,employed,0,10807,.58631378
15154,M,employed,1,6584,.81267977
15155,M,student,0,0,.92657578
15156,M,employed,1,12219,.74621367
15157,M,retired,1,14315,0
15158,F,employed,1,11119,0
15159,F,employed,1,37869,.054736357
15160,F,retired,0,33879,.22927928
15161,M,employed,1,8437,.67498016
15162,M,employed,1,6916,.59262103
15163,M,retired,1,10048,0
15164,M,employed,0,11659,.79025471
15165,F,employed,0,7258,.71576184
15166,F,employed,0,10036,0
15167,M,student,0,0,.93577343
15168,F,employed,1,6147,.6762346
15169,M,employed,0,6038,.24138969
15170,M,employed,0,16391,.20209721
15171,F,student,0,0,0
15172,M,unemployed,0,0,.64539284
15173,M,unemployed,1,7850,.72020471
15174,F,retired,0,10241,.28649703
15175,F,retired,1,31360,.32342207
15176,M,student,0,44283,.38740608
15177,F,retired,1,2649,0
15178,M,employed,0,9867,.53252476
15179,F,employed,1,7421,.8490864
15180,M,employed,1,22861,.44861144
15181,F,employed,1,7115,.27461654
15182,M,retired,0,5579,.28530264
15183,M,employed,1,16643,0
15184,M,employed,1,47432,.83464199
15185,M,student,1,10142,.91347235
15186,F,employed,0,9748,.51365691
15187,F,retired,0,5232,0
15188,F,student,0,0,0
15189,M,employed,1,16029,.9012664
15190,M,employed,1,8802,.55031985
15191,M,student,0,0,.029154764
15192,F,employed,1,12229,.57699257
15193,F,employed,1,5120,.77399558
15194,F,retired,0,5978,.27119365
15195,F,student,0,2916,.16151395
15196,M,employed,0,19102,0
15197,M,employed,0,19820,0
15198,F,employed,1,8004,.77508855
15199,F,employed,0,13111,.65129656
15200,M,retired,0,13213,0
15201,F,student,0,13731,.61284035
15202,M,student,1,0,.71992284
15203,M,employed,1,6537,0
15204,F,employed,1,26699,.51650244
15205,M,employed,1,13348,.65610838
15206,M,employed,0,29006,.99720639
15207,F,employed,1,9493,.60606521
15208,F,employed,0,7035,.087027587
15209,F,retired,1,3911,.2842876
15210,M,employed,1,7196,0
15211,F,employed,1,7781,0
15212,M,student,0,0,.57089877
15213,M,unemployed,0,12329,.51103556
15214,M,employed,0,12117,.32699245
15215,M,employed,0,58649,0
15216,M,employed,1,23408,.58798146
15217,M,employed,1,15973,.37744614
15218,M,retired,1,5422,0
15219,M,employed,1,9208,.747747
15220,F,employed,1,4671,0
15221,M,employed,0,10777,.83191311
15222,M,employed,1,7306,.37240967
15223,M,student,0,0,.55689782
15224,M,employed,1,8194,0
15225,F,employed,1,8346,.091149732
15226,M,employed,0,12612,.60514063
15227,F,employed,0,7681,0
15228,M,employed,1,23673,0
15229,M,student,0,0,.49617341
15230,M,employed,1,22906,.2114931
15231,M,employed,1,12142,.90609813
15232,F,employed,0,30571,.74028665
15233,M,employed,0,18579,.8282845
15234,F,student,0,0,0
15235,F,student,0,0,.8422004
15236,M,employed,1,123246,.30154523
15237,M,employed,0,10261,.5267548
15238,M,unemployed,1,0,.53514385
15239,M,unemployed,1,18496,.71953094
15240,M,employed,1,27979,.73867023
15241,F,student,1,7159,0
15242,F,student,0,0,.78103465
15243,M,employed,1,11628,.56317192
15244,M,employed,1,99556,.31707925
15245,M,retired,0,5944,0
15246,M,employed,1,18180,.65126801
15247,M,employed,1,5510,0
15248,F,unemployed,1,17111,.55888468
15249,F,student,0,6109,.8354513
15250,F,employed,0,28557,.51329815
15251,M,retired,1,9276,0
15252,F,student,0,0,.90047073
15253,F,student,0,0,.77124536
15254,F,student,0,0,.74633873
15255,M,employed,1,5599,.59747916
15256,M,employed,1,14736,0
15257,M,student,0,0,.89294422
15258,M,employed,0,26269,.14543776
15259,F,retired,1,2435,.21948938
15260,M,employed,1,11582,0
15261,F,student,0,0,.92291135
15262,M,employed,0,147771,.013302059
15263,M,retired,1,18210,.11983542
15264,F,retired,0,10959,.20920153
15265,F,employed,0,8346,.30810764
15266,M,employed,1,44636,0
15267,M,retired,1,4399,0
15268,M,employed,1,22344,0
15269,F,employed,1,9397,.58425957
15270,M,student,1,5511,.91616553
15271,F,retired,1,11881,.31389827
15272,M,student,0,25011,.47143367
15273,F,student,0,13902,.15330431
15274,M,employed,1,16040,.72176117
15275,M,unemployed,1,9971,0
15276,M,employed,0,10018,.97752309
15277,F,retired,1,4831,0
15278,F,employed,1,66739,.6504848
15279,F,employed,1,6712,.91333884
15280,M,retired,0,26929,.16353896
15281,M,employed,1,14399,0
15282,F,employed,1,246798,.38508016
15283,M,employed,1,17594,.24020344
15284,M,employed,0,8651,0
15285,M,employed,0,23156,.17748536
15286,M,unemployed,0,0,.71345091
15287,M,employed,1,21068,0
15288,F,unemployed,1,12199,.77793783
15289,F,unemployed,1,24356,.8253985
15290,F,employed,1,8228,.85897017
15291,M,employed,1,7214,.64898759
15292,M,employed,1,5986,.409437
15293,M,employed,0,6226,.85352004
15294,F,employed,1,8489,.1203419
15295,M,student,0,30711,0
15296,F,retired,1,5029,.31698105
15297,F,employed,1,8923,.60393173
15298,F,student,0,4397,.84338123
15299,M,employed,1,20078,0
15300,M,unemployed,1,11626,.80387211
15301,M,unemployed,1,0,.75125641
15302,F,unemployed,1,7420,.32585022
15303,F,unemployed,1,0,.28710708
15304,F,employed,1,16888,.23374124
15305,F,unemployed,0,0,.84887564
15306,F,student,0,0,.78531116
15307,M,employed,1,16421,.1833836
15308,M,employed,1,9538,0
15309,M,employed,1,7236,.22836497
15310,M,unemployed,1,17105,.64176518
15311,M,employed,0,6247,.74160242
15312,F,unemployed,1,0,.099391863
15313,M,student,0,0,.89232552
15314,M,employed,1,19917,.32033542
15315,M,employed,1,20278,.54998076
15316,M,employed,1,11020,.65212291
15317,M,retired,0,17734,0
15318,F,employed,1,11849,.66218454
15319,F,retired,0,4198,0
15320,M,student,0,0,.30498162
15321,M,employed,1,20254,.79447693
15322,M,unemployed,1,0,.1164928
15323,F,employed,0,38849,.47262928
15324,M,employed,1,7400,0
15325,M,employed,1,24555,.34855235
15326,M,employed,0,16132,0
15327,F,student,0,0,.85609329
15328,M,employed,1,7828,.16482475
15329,F,student,0,20026,.86412275
15330,M,student,0,0,.71618676
15331,M,employed,0,17058,.78765994
15332,F,unemployed,1,22001,.87995464
15333,M,unemployed,1,29010,.59431815
15334,F,student,0,17415,.47647208
15335,M,student,0,0,.92020404
15336,F,student,0,0,.28060231
15337,M,employed,1,22639,.57271069
15338,F,student,0,10403,.57354283
15339,M,employed,1,7953,0
15340,F,employed,1,11524,0
15341,F,employed,1,7328,.55515784
15342,M,employed,1,17488,.81277335
15343,F,employed,0,5417,.57748294
15344,F,employed,0,16780,.71508062
15345,F,employed,1,16861,.55924898
15346,M,employed,1,14910,0
15347,M,unemployed,0,0,0
15348,M,employed,0,21023,.64347941
15349,M,employed,1,6616,.58983409
15350,F,employed,0,42070,.51577139
15351,M,employed,0,8799,0
15352,M,student,0,3288,.35428625
15353,F,student,0,20054,.39426303
15354,F,employed,1,6766,.41213429
15355,M,employed,1,9140,0
15356,F,unemployed,0,16428,.0049960986
15357,F,student,0,0,.91851974
15358,M,employed,1,15851,.85579467
15359,F,employed,1,32590,.63608718
15360,M,employed,1,5640,.64733756
15361,M,employed,0,60704,.96359855
15362,M,employed,1,12378,.53775853
15363,F,retired,1,4952,0
15364,F,employed,1,22239,.020740187
15365,M,employed,1,8332,.83577561
15366,M,employed,1,8375,.35544562
15367,M,employed,0,29571,.7065801
15368,F,employed,0,14013,.56060892
15369,M,employed,0,34709,.64703029
15370,M,employed,1,11648,.61170512
15371,F,employed,1,13142,0
15372,F,employed,1,17714,.51891202
15373,F,employed,0,5296,.52659923
15374,F,student,0,0,.98409772
15375,M,student,0,0,.82808888
15376,F,employed,1,10561,.88699645
15377,F,employed,0,224968,.92790055
15378,F,employed,0,22442,.71681064
15379,M,retired,0,7140,.34067631
15380,F,retired,0,11812,0
15381,M,employed,1,14792,.7623347
15382,F,employed,1,67317,.81098235
15383,M,unemployed,1,21576,.33142516
15384,F,employed,1,17249,.59655476
15385,F,employed,0,23996,.12677184
15386,M,student,0,0,.91113126
15387,M,employed,0,7069,.57734317
15388,M,student,0,0,.35296082
15389,F,employed,1,26352,0
15390,F,employed,1,7736,0
15391,F,employed,0,5653,.52154934
15392,F,employed,0,12497,.81001717
15393,M,employed,0,6162,.85600817
15394,F,unemployed,1,0,.58423573
15395,M,employed,1,9559,0
15396,M,unemployed,1,46673,.089655466
15397,F,employed,1,5222,.79046172
15398,M,employed,1,10769,.27874175
15399,F,employed,1,8748,.64649099
15400,M,employed,1,34944,.52660912
15401,F,employed,0,27150,.43533191
15402,F,employed,1,8369,.63907456
15403,F,employed,0,11600,.73614055
15404,M,employed,1,19473,.52984041
15405,M,employed,1,12523,.11037724
15406,F,student,0,0,.78081942
15407,M,retired,1,6305,.094422296
15408,M,employed,0,7902,0
15409,F,employed,1,33256,.74968857
15410,M,employed,1,16262,.03283985
15411,M,unemployed,1,0,.58551151
15412,F,employed,0,6519,.26891756
15413,M,student,1,0,.4475041
15414,M,employed,0,11308,0
15415,M,employed,1,12671,.44297561
15416,F,student,0,0,.39312723
15417,F,employed,1,7093,0
15418,F,employed,1,10296,.28424934
15419,M,student,0,0,.90977603
15420,M,student,0,0,.97250831
15421,M,retired,1,35937,.20428959
15422,F,employed,1,13633,.3364107
15423,M,unemployed,0,29970,.85461605
15424,F,unemployed,1,0,.60319811
15425,F,student,0,14504,.90144718
15426,F,employed,1,14825,.70430416
15427,M,employed,1,8011,.49018967
15428,M,employed,1,13854,.10928172
15429,F,unemployed,1,20529,.0069472231
15430,F,employed,1,10787,0
15431,F,retired,1,4408,.27523774
15432,M,unemployed,1,9919,.83140588
15433,F,employed,1,6831,.44517472
15434,F,employed,1,10988,.53705323
15435,F,employed,1,7249,.16035934
15436,M,employed,1,8755,.51785088
15437,F,retired,1,3716,0
15438,F,employed,1,15196,.85637414
15439,M,unemployed,1,6552,.88307196
15440,M,employed,0,6152,.60762495
15441,M,unemployed,1,17981,0
15442,F,retired,1,54610,.35170549
15443,F,student,0,8205,.81123978
15444,M,retired,1,3518,0
15445,F,student,0,0,.94653702
15446,M,employed,0,12493,.03553104
15447,M,employed,1,5595,.98701781
15448,F,student,0,14803,.035414342
15449,M,employed,0,8676,0
15450,F,unemployed,1,0,0
15451,F,employed,0,19365,.57528788
15452,F,employed,1,25508,.35767108
15453,F,employed,1,61837,.59089047
15454,F,retired,1,2640,.33840787
15455,M,unemployed,1,0,.66693282
15456,F,unemployed,1,18983,.96727109
15457,M,employed,1,41937,.63815713
15458,M,employed,1,17271,0
15459,F,employed,1,146377,0
15460,M,student,0,5734,.035059273
15461,M,unemployed,1,0,.54226393
15462,F,employed,0,14766,.56201029
15463,M,employed,1,11924,.53230143
15464,M,retired,1,4920,0
15465,M,employed,1,1000000,0
15466,F,employed,1,9790,.51150155
15467,M,employed,1,30526,.61516213
15468,M,retired,1,16040,.10452382
15469,F,student,0,13066,.73227817
15470,F,employed,0,11782,.80150193
15471,F,unemployed,1,20177,0
15472,M,employed,1,43934,.49206159
15473,F,unemployed,1,6974,.84690404
15474,F,student,0,139606,0
15475,M,retired,0,4241,.200699
15476,M,employed,0,101941,.64275855
15477,M,employed,1,23872,0
15478,F,student,0,0,0
15479,F,unemployed,1,16096,.85512304
15480,M,employed,1,7996,0
15481,F,student,0,0,.044047475
15482,M,employed,1,6083,0
15483,M,employed,0,6624,.47207558
15484,F,student,0,0,.89405096
15485,M,employed,0,87023,0
15486,F,employed,1,12152,.69424319
15487,M,student,1,0,.14239295
15488,M,unemployed,1,0,.61671865
15489,F,employed,0,26261,0
15490,M,employed,1,24041,.67881006
15491,F,employed,1,12323,0
15492,M,retired,1,6248,0
15493,M,unemployed,1,0,0
15494,F,employed,1,14575,0
15495,F,employed,1,10494,.79419577
15496,M,employed,1,25432,0
15497,F,employed,1,17373,.23946263
15498,F,retired,0,10255,0
15499,F,employed,1,29246,.58032763
15500,M,student,0,0,.96166933
15501,F,employed,0,40253,.60325158
15502,M,retired,1,9504,0
15503,F,employed,1,11818,.14429483
15504,F,employed,1,14227,.39945483
15505,M,student,1,0,.42002606
15506,M,retired,0,17955,.17845747
15507,F,unemployed,1,0,.53169346
15508,M,employed,1,15522,.073146716
15509,M,employed,1,21751,.5947969
15510,F,unemployed,0,0,.34958163
15511,F,employed,1,9170,.93969083
15512,F,employed,1,4726,.92625171
15513,F,employed,1,12805,.47245231
15514,M,employed,0,27824,.53566957
15515,F,unemployed,0,0,.75612164
15516,M,retired,1,6764,0
15517,F,employed,0,8121,.51985878
15518,M,employed,0,6732,.40344265
15519,F,student,0,0,.56559461
15520,F,employed,0,57617,.53752953
15521,F,student,0,8947,.33917192
15522,M,employed,0,5942,0
15523,F,student,0,11568,.78996718
15524,F,employed,0,17431,.54449385
15525,M,student,0,0,.83734453
15526,M,retired,1,637,0
15527,F,unemployed,1,8928,.74021167
15528,F,retired,1,6054,0
15529,M,unemployed,1,0,.64992422
15530,M,employed,1,14081,.058595762
15531,M,employed,0,12091,.095716432
15532,M,student,0,9050,.045889966
15533,M,retired,1,37931,.25783998
15534,M,employed,1,13290,.67347735
15535,F,employed,1,7187,0
15536,M,unemployed,0,0,.58671576
15537,M,employed,0,8943,.86062241
15538,F,employed,1,17382,.74117863
15539,M,employed,1,10950,0
15540,F,employed,1,8052,.0097636152
15541,M,retired,1,10215,.077941895
15542,M,student,0,0,.038299445
15543,M,employed,1,13974,.85468102
15544,M,student,0,41576,.25780928
15545,F,employed,0,29786,.56198877
15546,M,employed,1,13591,.56932002
15547,M,employed,1,23399,.11248946
15548,F,employed,1,15187,.8832345
15549,M,employed,1,11176,.75369799
15550,M,student,0,0,.99250174
15551,F,employed,0,6138,.78658593
15552,M,employed,1,12345,.37547576
15553,F,student,0,53429,.99599075
15554,M,employed,0,9251,.37380508
15555,F,employed,0,22504,.69791228
15556,M,employed,1,14588,.96679157
15557,F,employed,1,4329,0
15558,M,student,0,0,.56963837
15559,M,employed,1,6682,.78610599
15560,M,employed,1,7551,0
15561,F,employed,1,8914,.94339854
15562,M,employed,0,8888,.83441246
15563,F,retired,1,6074,0
15564,M,employed,0,8056,.60629988
15565,F,employed,1,15261,.88423413
15566,M,retired,1,6777,0
15567,F,employed,1,6462,0
15568,F,employed,1,4876,.30995762
15569,M,unemployed,1,12748,.57253784
15570,M,employed,1,12303,.37426555
15571,M,retired,1,3939,0
15572,F,employed,1,8409,.76265919
15573,M,employed,1,63861,0
15574,F,employed,1,6692,.55440587
15575,M,employed,1,38621,.65503162
15576,M,unemployed,0,0,0
15577,F,unemployed,1,0,.60504967
15578,F,student,0,0,0
15579,M,employed,1,6023,0
15580,F,employed,1,47841,.0091820238
15581,M,employed,1,9549,.87982649
15582,M,employed,1,36257,.64154989
15583,F,retired,1,2606,.35773429
15584,M,employed,1,12392,.45199987
15585,M,retired,1,5224,.21067075
15586,M,employed,1,14415,.44714811
15587,M,employed,1,9417,0
15588,F,employed,0,23355,.067789167
15589,M,student,0,0,.74244183
15590,F,employed,1,5391,.60605896
15591,F,employed,1,14708,.58432877
15592,M,employed,1,49838,.073410697
15593,M,employed,0,9878,.60286069
15594,M,employed,1,8444,.075632833
15595,F,retired,1,5273,0
15596,M,employed,1,8018,.2766608
15597,M,employed,1,25401,.64204556
15598,F,retired,1,3868,0
15599,F,unemployed,0,0,.86024976
15600,F,employed,1,9039,.53079826
15601,M,employed,1,28197,.75576735
15602,F,employed,1,16171,.52225983
15603,M,student,0,0,.72942555
15604,M,unemployed,1,0,.66647559
15605,M,unemployed,0,0,.58893526
15606,F,employed,1,9281,0
15607,F,employed,0,11184,.55639553
15608,M,student,0,0,.14784202
15609,F,retired,0,2796,.20025659
15610,M,employed,1,6662,.19425873
15611,F,employed,1,40351,.62776893
15612,M,retired,0,5677,.025705632
15613,M,student,0,4571,.91792178
15614,F,employed,1,5719,.81120276
15615,M,student,0,0,.23358694
15616,F,employed,1,6622,.52023458
15617,F,unemployed,0,9333,.33522794
15618,M,student,0,0,.2500996
15619,M,retired,1,9529,.2014654
15620,F,student,0,0,.79751128
15621,M,student,0,13463,.6822741
15622,F,employed,0,6766,.84420425
15623,F,student,0,0,.115909
15624,M,retired,0,6777,0
15625,F,employed,1,4657,.50910217
15626,F,employed,1,19562,0
15627,M,employed,1,22270,.53296804
15628,M,employed,1,17200,.34063122
15629,M,employed,1,8380,.22849151
15630,M,unemployed,0,16791,0
15631,M,employed,1,18352,.63979149
15632,M,employed,0,10682,.77737391
15633,M,unemployed,1,0,0
15634,M,unemployed,1,10129,.30902809
15635,F,employed,1,5147,.45679611
15636,M,employed,1,79440,0
15637,F,employed,1,6198,.52326894
15638,M,employed,1,6870,.35777473
15639,M,unemployed,1,9222,.6176362
15640,M,employed,1,26047,.16573229
15641,M,employed,1,34990,.43588454
15642,M,employed,1,16825,0
15643,F,employed,1,9235,.56147724
15644,M,student,0,9901,.89627779
15645,M,employed,0,8652,.2478279
15646,M,employed,0,12512,.37751803
15647,F,employed,1,11274,0
15648,F,student,0,0,.15985928
15649,M,employed,1,30907,.04343529
15650,M,employed,1,39870,0
15651,F,employed,1,20771,.78431708
15652,F,employed,1,6273,0
15653,M,retired,1,3385,0
15654,M,employed,1,5559,.58842868
15655,M,employed,1,24456,.01119046
15656,M,unemployed,1,9394,.84237862
15657,M,employed,1,5339,.40213767
15658,F,employed,1,20341,.15600657
15659,M,retired,1,3762,.22926021
15660,M,unemployed,1,0,.65450209
15661,M,employed,1,9318,.10271676
15662,M,student,0,0,.018894708
15663,M,employed,0,10020,.30194652
15664,M,employed,1,9554,0
15665,F,retired,1,4791,0
15666,F,retired,1,14592,0
15667,M,employed,1,16272,.7834456
15668,F,employed,1,5079,.70944995
15669,F,unemployed,1,0,0
15670,F,unemployed,1,6260,.068453722
15671,M,retired,1,206,.021945413
15672,F,employed,1,25139,.5353387
15673,F,retired,1,12559,.15318629
15674,M,student,0,0,.73814279
15675,M,employed,1,11287,.5589245
15676,F,employed,1,7045,0
15677,F,unemployed,1,20335,.5786159
15678,M,unemployed,1,13248,.4674978
15679,M,employed,0,10167,.45977035
