id,sex,employment,married,income,digital3,default
10484,F,employed,0,5594,0.0,1
10485,M,retired,1,5035,0.26521766,1
10486,M,unemployed,0,0,0.6624167,1
10487,M,unemployed,0,11502,0.55794144,0
10488,M,employed,1,7068,0.1529399,0
10489,F,retired,0,52328,0.0,0
10490,M,employed,1,46319,0.66434813,0
10491,M,employed,0,47835,0.35492393,0
10492,M,employed,1,7251,0.048567083,0
10493,F,employed,1,6689,0.61292404,0
10494,M,employed,0,37583,0.0,0
10495,M,unemployed,1,15351,0.50782436,0
10496,F,student,0,0,0.38139975,0
10497,M,employed,0,9535,0.14169584,1
10498,M,employed,1,15132,0.0,0
10499,F,student,0,11670,0.40182751,0
10500,M,retired,1,9084,0.23655586,0
10501,M,employed,1,20715,0.0,0
10502,F,employed,0,14853,0.0,0
10503,F,employed,0,6077,0.09747085,1
10504,M,retired,1,35043,0.0,0
10505,F,employed,1,19349,0.65210193,0
10506,F,employed,0,13076,0.55988419,0
10507,M,employed,0,24510,0.19575012,0
10508,M,retired,1,19075,0.0,0
10509,F,student,0,7606,0.97358292,1
10510,F,employed,1,10646,0.33776528,0
10511,M,unemployed,1,0,0.58984768,0
10512,F,employed,1,4741,0.11584019,0
10513,M,unemployed,1,7715,0.66410339,0
10514,F,employed,1,5853,0.30497652,0
10515,F,unemployed,1,6597,0.56130958,0
10516,M,retired,0,3684,0.33467516,0
10517,F,student,0,4727,0.99584186,0
10518,M,retired,0,6331,0.034010332,0
10519,F,employed,1,16672,0.0,1
10520,F,retired,1,2455,0.0,0
10521,F,employed,1,4572,0.5750795,0
10522,M,employed,1,27602,0.9853518,0
10523,M,unemployed,1,0,0.4530499,0
10524,F,employed,0,47439,0.50539386,0
10525,M,student,0,0,0.88198155,0
10526,M,employed,1,30560,0.73368764,0
10527,F,employed,1,6819,0.0,0
10528,F,student,0,6751,0.16335422,0
10529,M,employed,1,38409,0.53660148,0
10530,M,employed,1,15162,0.55100626,0
10531,M,employed,0,5437,0.1931285,0
10532,F,unemployed,1,0,0.0,0
10533,M,unemployed,1,0,0.0,1
10534,M,student,0,0,0.9945184,0
10535,M,employed,1,10298,0.32172441,0
10536,F,employed,0,12233,0.51981151,0
10537,F,employed,0,29605,0.93801141,0
10538,F,employed,1,7595,0.25941268,0
10539,F,employed,1,10967,0.0,0
10540,M,retired,1,7237,0.117607,1
10541,M,employed,1,20988,0.52882993,0
10542,M,unemployed,1,0,0.0,0
10543,M,student,0,8120,0.96772891,1
10544,M,employed,0,15562,0.43937707,0
10545,M,employed,1,21396,0.0,0
10546,M,employed,1,6915,0.0,0
10547,M,student,0,0,0.97838545,0
10548,M,employed,1,13877,0.2255668,0
10549,F,employed,1,23037,0.55294228,0
10550,F,employed,1,94190,0.53145963,0
10551,M,employed,0,24622,0.55931365,0
10552,F,student,0,9706,0.99097365,0
10553,M,employed,1,50923,0.0,0
10554,M,employed,0,16955,0.83392864,0
10555,F,employed,0,93442,0.014985602,0
10556,F,employed,0,9804,0.0,0
10557,M,employed,1,8044,0.067622796,1
10558,F,employed,0,31654,0.40022215,0
10559,F,unemployed,1,0,0.0,0
10560,M,student,0,0,0.85258162,1
10561,M,unemployed,1,11624,0.83230376,0
10562,M,student,0,23895,0.88233972,0
10563,F,employed,1,6556,0.0,0
10564,F,unemployed,1,0,0.52919477,1
10565,M,retired,1,6010,0.046215571,1
10566,F,unemployed,1,0,0.42534536,0
10567,M,employed,1,13031,0.67161012,0
10568,M,unemployed,1,0,0.80508035,0
10569,M,employed,1,6547,0.7180329,0
10570,M,employed,1,67281,0.85016221,0
10571,M,student,0,0,0.98670316,0
10572,F,employed,0,11593,0.68890166,0
10573,F,employed,1,9290,0.80579758,0
10574,F,employed,1,5517,0.55608338,0
10575,M,employed,1,15951,0.60912657,0
10576,F,student,0,0,0.96833545,0
10577,F,employed,1,4977,0.0,0
10578,M,employed,0,14823,0.89471406,0
10579,F,retired,0,26363,0.21245328,0
10580,M,employed,1,7219,0.5485208,0
10581,M,employed,1,22322,0.15737849,0
10582,F,retired,0,6783,0.0,0
10583,F,unemployed,1,14845,0.54883057,0
10584,F,student,0,0,0.49585593,0
10585,M,employed,1,6049,0.57577789,0
10586,F,employed,0,17187,0.0,0
10587,M,unemployed,1,10486,0.0,0
10588,F,employed,0,5748,0.63840741,1
10589,M,employed,1,5639,0.096482418,1
10590,M,employed,1,72723,0.12205523,0
10591,F,student,0,5784,0.1251941,0
10592,F,unemployed,1,11054,0.4945628,1
10593,M,employed,1,12703,0.074671209,0
10594,M,unemployed,1,16057,0.69727325,0
10595,F,employed,1,5830,0.76573491,1
10596,M,student,0,19675,0.14545572,0
10597,F,student,1,0,0.15382712,0
10598,M,unemployed,1,0,0.502069,1
10599,F,employed,0,9642,0.76051933,0
10600,F,employed,0,17984,0.0,0
10601,F,employed,1,7534,0.65248978,0
10602,F,student,0,15041,0.83791661,0
10603,M,employed,1,258842,0.63643014,0
10604,F,employed,0,8333,0.61180007,0
10605,F,employed,1,6405,0.83432245,0
10606,F,student,0,0,0.94964635,0
10607,M,employed,1,25376,0.0,0
10608,M,employed,0,23983,0.36857045,1
10609,F,retired,1,4254,0.041971922,1
10610,F,employed,1,10714,0.58823079,0
10611,M,employed,0,6630,0.0,0
10612,M,employed,1,9021,0.0,0
10613,M,employed,0,11210,0.64884984,0
10614,M,unemployed,1,0,0.45322061,0
10615,F,student,0,0,0.84682745,1
10616,F,employed,0,12938,0.3711327,0
10617,F,employed,1,26529,0.54714853,0
10618,F,employed,0,6244,0.85999691,0
10619,F,employed,0,9760,0.68536144,0
10620,F,student,0,0,0.84910697,0
10621,M,employed,0,38600,0.55157548,0
10622,M,employed,1,11155,0.76175964,0
10623,M,retired,1,11568,0.10722407,0
10624,F,employed,1,39113,0.56329936,0
10625,F,employed,1,14531,0.35678056,0
10626,F,employed,1,4378,0.15050265,0
10627,F,retired,0,3371,0.0,1
10628,M,employed,1,146121,0.30878508,0
10629,M,employed,1,15641,0.21013698,0
10630,M,student,0,5268,0.0,0
10631,F,employed,1,5467,0.61487263,0
10632,M,retired,0,21616,0.28908148,0
10633,F,employed,1,6670,0.14182581,0
10634,M,employed,1,46347,0.0,0
10635,M,employed,0,17054,0.32434922,0
10636,M,retired,0,19833,0.28100803,0
10637,M,employed,1,36336,0.66622186,0
10638,F,employed,1,22057,0.0,0
10639,M,employed,1,7003,0.74407625,0
10640,M,employed,1,201296,0.66362011,0
10641,F,employed,1,18951,0.87607557,0
10642,F,employed,1,23231,0.084027342,0
10643,F,employed,1,11772,0.29281059,0
10644,M,retired,0,8014,0.12634854,0
10645,F,retired,1,3431,0.072307266,0
10646,M,student,0,0,0.9631626,0
10647,M,employed,1,7486,0.51736736,0
10648,F,student,0,0,0.22595021,0
10649,F,retired,1,968,0.29211938,0
10650,F,retired,1,3874,0.025443509,1
10651,M,retired,1,4425,0.063775219,1
10652,F,employed,0,9045,0.73913091,0
10653,F,employed,0,9371,0.77321035,0
10654,M,student,0,14230,0.46657366,0
10655,M,employed,1,127123,0.0027824047,0
10656,M,employed,1,7034,0.0,0
10657,F,unemployed,0,0,0.47432846,0
10658,M,employed,0,20539,0.29619148,0
10659,F,employed,0,13333,0.19724289,0
10660,M,unemployed,0,0,0.86933523,0
10661,F,employed,1,19029,0.05822533,0
10662,F,retired,0,8528,0.25766385,0
10663,F,unemployed,1,0,0.63114619,0
10664,M,employed,0,5809,0.84383357,0
10665,F,employed,0,75028,0.69457483,0
10666,F,student,0,10705,0.19923672,0
10667,M,employed,1,5674,0.247188,0
10668,M,unemployed,1,8055,0.98460996,0
10669,M,student,0,0,0.96127075,0
10670,M,unemployed,0,0,0.70888591,1
10671,F,student,0,0,0.92866004,0
10672,F,employed,0,11526,0.0,0
10673,F,employed,0,13045,0.0,0
10674,M,employed,1,12433,0.67060149,0
10675,F,employed,1,16193,0.59930205,0
10676,M,employed,1,49466,0.46848056,0
10677,M,employed,0,6845,0.62020111,0
10678,M,student,0,0,0.84650892,0
10679,M,employed,1,27201,0.0,0
10680,M,employed,1,9333,0.68798614,0
10681,M,employed,0,8064,0.70061445,0
10682,M,employed,0,12180,0.71912688,0
10683,F,employed,1,4456,0.70318848,0
10684,M,employed,0,38635,0.17806558,1
10685,M,employed,1,9456,0.0,0
10686,M,employed,1,13301,0.42900023,0
10687,F,unemployed,1,17604,0.031344302,0
10688,M,unemployed,1,6150,0.23697078,0
10689,M,employed,1,8469,0.64896572,0
10690,M,employed,0,32465,0.53384745,0
10691,M,employed,1,14057,0.0,0
10692,M,unemployed,0,0,0.5534904,1
10693,M,student,0,0,0.92089838,0
10694,M,unemployed,1,7194,0.58940065,0
10695,M,employed,1,6613,0.50012237,1
10696,M,employed,1,10386,0.83831596,0
10697,M,employed,0,22633,0.75155467,0
10698,F,employed,0,10647,0.60231054,0
10699,F,retired,1,4881,0.0,0
10700,M,employed,1,9010,0.59341496,0
10701,M,student,0,0,0.0,0
10702,M,retired,1,6214,0.0,0
10703,M,student,0,0,0.050118625,1
10704,F,unemployed,1,0,0.0,0
10705,F,student,0,0,0.99545014,1
10706,F,retired,0,8788,0.0,0
10707,M,employed,0,6066,0.77100158,0
10708,F,employed,1,10230,0.0,0
10709,F,employed,1,4282,0.70037222,0
10710,F,retired,1,5270,0.12530102,0
10711,F,unemployed,1,0,0.38415578,0
10712,M,student,0,0,0.7301836,0
10713,F,employed,1,13719,0.0,0
10714,F,employed,0,32105,0.0,0
10715,F,employed,1,19317,0.31563708,0
10716,M,employed,0,14208,0.58762395,0
10717,M,unemployed,1,0,0.85544819,0
10718,F,employed,0,13094,0.0,0
10719,M,employed,1,31447,0.48025879,0
10720,F,student,0,0,0.65537709,0
10721,F,unemployed,1,6317,0.87170482,1
10722,F,unemployed,1,0,0.15012419,0
10723,M,unemployed,0,28504,0.30350602,0
10724,F,employed,0,15099,0.60573965,0
10725,F,employed,1,17168,0.019765085,0
10726,M,student,0,0,0.90810311,0
10727,M,student,1,0,0.88616478,0
10728,M,employed,1,10079,0.15860562,0
10729,F,retired,1,3576,0.0,0
10730,F,retired,1,1097,0.0,0
10731,M,student,0,0,0.96636927,0
10732,F,retired,1,3719,0.2005688,1
10733,M,employed,1,10758,0.71069241,0
10734,F,retired,1,299646,0.2234844,0
10735,M,unemployed,1,6688,0.2977922,0
10736,M,student,0,0,9.9555444e-05,0
10737,M,retired,1,7299,0.29013067,0
10738,F,employed,1,7087,0.96184224,0
10739,F,employed,1,5068,0.26230824,0
10740,M,employed,1,6627,0.0,0
10741,M,student,0,0,0.862638,0
10742,M,unemployed,1,0,0.67659986,0
10743,M,employed,1,13416,0.59138018,0
10744,F,student,0,3849,0.87037867,0
10745,F,employed,1,15038,0.20373154,0
10746,F,employed,0,26268,0.50633281,0
10747,M,employed,1,7240,0.11478162,0
10748,F,employed,1,15626,0.85605013,0
10749,F,retired,1,4370,0.0,0
10750,M,employed,1,7428,0.92712182,0
10751,M,unemployed,1,29162,0.17462058,0
10752,M,student,0,0,0.91368747,0
10753,M,employed,1,9422,0.28918961,0
10754,M,employed,0,28610,0.0,0
10755,F,employed,1,10154,0.39774847,0
10756,M,employed,0,12154,0.0,0
10757,F,employed,1,8281,0.0,0
10758,F,employed,0,6039,0.080318742,1
10759,M,unemployed,1,0,0.0090453373,0
10760,F,unemployed,1,0,0.035557598,0
10761,F,unemployed,1,0,0.28284419,0
10762,F,employed,1,100446,0.91971588,0
10763,M,unemployed,1,0,0.64179093,0
10764,F,student,0,14837,0.8627578,0
10765,M,student,0,3905,0.96442592,0
10766,M,employed,1,12605,0.0,0
10767,F,employed,0,12060,0.18643504,0
10768,F,retired,1,2233,0.15639323,0
10769,M,retired,0,16046,0.0,0
10770,F,student,0,0,0.0,0
10771,M,employed,1,9902,0.0,0
10772,F,employed,1,11521,0.3172164,0
10773,M,employed,0,88845,0.4616136,0
10774,M,employed,1,15720,0.0,0
10775,F,student,1,19538,0.27949581,0
10776,F,employed,1,6586,0.73782313,0
10777,F,employed,1,6769,0.23627308,0
10778,M,employed,1,5920,0.11997374,1
10779,F,retired,1,11918,0.0,0
10780,M,employed,0,7936,0.43149284,0
10781,M,unemployed,1,14986,0.0,0
10782,M,employed,0,16333,0.15197136,0
10783,F,employed,1,7226,0.52844417,0
10784,M,employed,1,13831,0.72809237,0
10785,F,employed,1,8661,0.0,0
10786,M,employed,0,169332,0.5130415,0
10787,F,employed,1,21247,0.11180728,0
10788,F,employed,1,7197,0.82390839,0
10789,F,employed,1,5660,0.60691768,0
10790,F,employed,1,16269,0.75749463,0
10791,M,student,0,0,0.83420753,0
10792,M,employed,1,11323,0.0,0
10793,M,student,0,0,0.64613271,0
10794,F,employed,1,15065,0.71334147,0
10795,M,employed,1,7533,0.0,0
10796,F,student,0,0,0.052361704,0
10797,F,employed,1,4934,0.10034481,0
10798,F,unemployed,0,27547,0.0,0
10799,M,employed,0,119549,0.52435452,0
10800,M,student,0,0,0.91184384,0
10801,F,student,0,4604,0.92175043,0
10802,M,unemployed,1,20495,0.62993306,0
10803,F,student,1,0,0.82117271,0
10804,F,employed,1,8538,0.66093224,0
10805,F,retired,0,5882,0.037746117,0
10806,F,employed,1,8790,0.60730994,0
10807,F,unemployed,1,52533,0.033654984,0
10808,F,unemployed,1,0,0.64006454,0
10809,F,employed,1,51088,0.0,0
10810,F,employed,1,14821,0.04384537,0
10811,M,employed,0,34333,0.59673351,0
10812,M,student,0,0,0.3062402,0
10813,F,employed,1,10310,0.53124458,0
10814,F,employed,1,26258,0.0,0
10815,M,employed,0,7666,0.57158446,0
10816,M,employed,1,8381,0.42218474,0
10817,F,employed,1,7962,0.0,0
10818,F,student,0,85340,0.87569129,0
10819,F,employed,0,9059,0.76864654,1
10820,M,unemployed,1,15768,0.53020447,0
10821,M,employed,0,19041,0.56907874,0
10822,M,retired,0,5606,0.30623478,0
10823,M,employed,1,13648,0.75175166,0
10824,F,unemployed,1,0,0.88322395,0
10825,F,unemployed,0,13989,0.74336398,0
10826,M,employed,0,54045,0.66397309,0
10827,M,employed,0,8106,0.98258966,0
10828,F,employed,1,20292,0.0055696904,0
10829,F,student,0,13757,0.48066103,0
10830,F,employed,1,47886,0.15460114,0
10831,M,employed,1,94823,0.022160377,0
10832,M,employed,1,13955,0.0,1
10833,M,employed,0,6646,0.50423622,0
10834,F,employed,1,7965,0.78821379,0
10835,M,retired,0,17700,0.23140159,0
10836,M,employed,1,5271,0.0,0
10837,M,employed,0,6137,0.78992653,0
10838,F,employed,0,44637,0.57059312,0
10839,M,employed,1,16321,0.70424247,0
10840,F,student,0,0,0.90700376,0
10841,M,employed,0,8551,0.52014381,1
10842,F,employed,1,10553,0.60017139,0
10843,M,employed,1,9348,0.81895578,0
10844,M,employed,1,7669,0.57786095,0
10845,M,retired,1,12167,0.0,0
10846,F,unemployed,1,0,0.509848,0
10847,F,employed,1,12172,0.38356403,0
10848,F,employed,1,13842,0.66707611,0
10849,M,employed,0,16523,0.69764245,0
10850,F,student,0,4643,0.85757798,0
10851,F,retired,1,5728,0.25175172,0
10852,F,retired,1,3685,0.25310379,0
10853,F,student,0,7893,0.98230219,0
10854,M,employed,0,7630,0.0,0
10855,F,employed,1,7876,0.0,0
10856,F,unemployed,0,0,0.57956392,0
10857,M,employed,1,5087,0.11024197,0
10858,M,employed,1,7094,0.30394337,0
10859,F,employed,1,6960,0.86459976,0
10860,F,employed,0,8045,0.86266512,0
10861,M,unemployed,1,49126,0.52914631,0
10862,M,unemployed,1,0,0.78605217,0
10863,M,employed,0,6116,0.95654738,0
10864,F,student,0,0,0.14947745,1
10865,M,student,0,0,0.98015022,0
10866,F,retired,0,4768,0.0,0
10867,F,student,0,14359,0.68145567,0
10868,M,retired,1,5717,0.0,1
10869,F,retired,1,4855,0.066241853,0
10870,M,employed,1,5925,0.30059645,0
10871,M,retired,0,4578,0.049686775,0
10872,M,employed,1,23615,0.0,0
10873,F,retired,0,30667,0.20432238,0
10874,F,employed,1,4313,0.077122986,1
10875,M,employed,1,7048,0.0,0
10876,F,retired,1,10561,0.28129411,0
10877,M,employed,1,18372,0.97865236,0
10878,M,employed,1,55196,0.59141791,0
10879,M,employed,1,5531,0.19497035,1
10880,M,unemployed,1,6635,0.85722393,0
10881,M,employed,1,17555,0.34875524,0
10882,M,employed,1,18653,0.60619611,0
10883,M,employed,1,13605,0.0,0
10884,F,employed,0,9585,0.94975817,0
10885,M,employed,0,15652,0.53419316,0
10886,F,student,0,0,0.90216267,0
10887,F,student,0,0,0.046203464,1
10888,F,employed,1,6024,0.35725689,0
10889,M,employed,0,28846,0.75488234,0
10890,F,employed,0,15239,0.57465672,0
10891,F,student,0,0,0.42246115,0
10892,M,employed,1,6950,0.87464398,0
10893,M,employed,1,12075,0.87531722,0
10894,M,employed,1,22062,0.83281875,1
10895,F,employed,1,6288,0.87146395,0
10896,M,employed,1,13910,0.0,0
10897,M,student,0,38997,0.56964368,0
10898,M,student,0,10901,0.75638932,0
10899,M,employed,1,10719,0.0,0
10900,M,student,0,6738,0.0,0
10901,F,employed,1,10542,0.58714277,0
10902,F,unemployed,1,0,0.049022038,1
10903,M,retired,0,29767,0.0,0
10904,M,employed,1,21908,0.074151821,0
10905,M,retired,1,13169,0.31475145,0
10906,F,employed,1,14380,0.67847359,0
10907,M,student,0,7349,0.0,0
10908,F,employed,1,15773,0.0,0
10909,F,employed,1,19031,0.23723,0
10910,M,employed,1,8699,0.36788267,0
10911,F,unemployed,1,0,0.49197525,1
10912,M,employed,0,10261,0.50146317,0
10913,M,unemployed,1,0,0.0,0
10914,F,retired,0,10859,0.30456704,0
10915,M,employed,0,9681,0.13570657,1
10916,M,retired,0,7658,0.0,0
10917,M,employed,1,19149,0.17018388,0
10918,F,unemployed,1,10022,0.49455178,0
10919,M,employed,1,25611,0.0,1
10920,M,student,0,0,0.9963333,0
10921,M,employed,1,107749,0.61884457,0
10922,F,employed,1,5867,0.54288512,0
10923,F,retired,0,9469,0.24483311,0
10924,M,employed,1,23559,0.0,0
10925,M,employed,1,14187,0.61589646,0
10926,F,employed,0,25187,0.0,1
10927,F,employed,1,23538,0.59943616,0
10928,M,unemployed,1,8412,0.59763283,0
10929,M,employed,1,6080,0.0,0
10930,M,employed,1,6270,0.88071781,0
10931,M,employed,1,10022,0.0,0
10932,F,retired,1,14149,0.20684937,0
10933,M,employed,1,31412,0.63535559,0
10934,M,employed,0,8521,0.0,0
10935,M,student,0,0,0.16265558,1
10936,M,unemployed,1,11469,0.79508466,0
10937,M,unemployed,0,0,0.65148741,0
10938,F,employed,0,10111,0.41424361,0
10939,M,employed,1,7430,0.46445569,0
10940,M,student,0,0,0.0906583,0
10941,M,student,0,0,0.86691546,0
10942,F,unemployed,1,6235,0.21940723,0
10943,M,employed,1,14665,0.0,0
10944,F,student,1,0,0.44005358,0
10945,M,employed,1,11024,0.18742234,0
10946,M,employed,1,20867,0.73351729,0
10947,M,employed,1,26610,0.44686455,0
10948,M,employed,1,8809,0.58801126,0
10949,M,employed,1,9373,0.81842035,0
10950,M,employed,1,10555,0.11982967,0
10951,F,student,0,0,0.040559296,1
10952,F,employed,1,7181,0.60883474,0
10953,F,student,0,0,0.43850034,0
10954,F,employed,1,19483,0.0,0
10955,M,unemployed,1,8336,0.32800168,0
10956,F,unemployed,1,25777,0.07057675,0
10957,M,student,0,5529,0.72188914,0
10958,F,retired,1,6545,0.33378917,0
10959,M,student,0,0,0.11050268,0
10960,F,employed,1,5750,0.0,0
10961,M,employed,1,25168,0.0,0
10962,F,employed,1,6809,0.57079691,0
10963,M,employed,1,12177,0.24169233,0
10964,F,student,0,0,0.84090865,0
10965,M,employed,0,16097,0.97404361,0
10966,M,employed,1,6206,0.67659444,0
10967,M,unemployed,1,0,0.7614513,0
10968,F,employed,0,57838,0.0,0
10969,F,employed,1,11354,0.82455379,0
10970,M,employed,1,8076,0.0,0
10971,M,employed,1,5301,0.0,1
10972,F,retired,0,4292,0.0,1
10973,M,employed,1,9744,0.20059441,0
10974,F,employed,1,26486,0.0,0
10975,F,student,0,0,0.72020686,0
10976,M,employed,1,24132,0.58190817,0
10977,M,student,0,0,0.91478449,0
10978,F,employed,1,15615,0.78079432,0
10979,M,employed,1,9800,0.39440012,0
10980,M,employed,0,13674,0.0,0
10981,M,student,0,0,0.73965335,0
10982,F,unemployed,1,0,0.09984123,0
10983,M,employed,1,7102,0.5635848,0
10984,F,retired,1,7286,0.0,0
10985,M,employed,1,7075,0.47669211,0
10986,M,student,0,8316,0.11266555,1
10987,M,employed,0,8086,0.82952696,0
10988,M,employed,1,22208,0.28347647,0
10989,M,employed,1,34536,0.0,0
10990,M,unemployed,1,0,0.39931265,0
10991,M,employed,0,10776,0.0,0
10992,F,student,0,4273,0.20876521,0
10993,F,unemployed,0,5971,0.69593143,0
10994,M,employed,1,52908,0.12726144,0
10995,M,student,0,0,0.815373,0
10996,M,employed,1,10262,0.31847319,1
10997,F,employed,1,6194,0.0,0
10998,F,retired,1,8389,0.22023371,0
10999,M,retired,0,19827,0.0,0
11000,F,employed,1,6920,0.0,0
11001,M,employed,1,8728,0.62338448,0
11002,M,employed,1,46381,0.59510517,0
11003,F,unemployed,1,8921,0.0,0
11004,M,unemployed,1,0,0.51483417,0
11005,F,employed,0,28857,0.14034118,0
11006,F,retired,1,5121,0.0,0
11007,M,unemployed,1,14074,0.13745759,0
11008,M,employed,0,12468,0.15547805,0
11009,M,unemployed,0,0,0.54939914,0
11010,M,unemployed,1,0,0.0,1
11011,M,employed,0,95457,0.27801371,0
11012,M,employed,1,22887,0.78981793,0
11013,M,employed,1,7412,0.54050964,0
11014,F,employed,1,13483,0.10623465,0
11015,M,employed,1,7736,0.71913236,0
11016,F,employed,1,13160,0.97497272,0
11017,M,employed,0,9172,0.55955356,0
11018,F,employed,1,12654,0.0,0
11019,M,employed,1,8472,0.54900128,0
11020,F,retired,1,9762,0.20680539,0
11021,M,student,0,0,0.80541021,0
11022,F,employed,1,128851,0.88977021,0
11023,M,employed,1,6821,0.0,0
11024,M,employed,0,22227,0.935574,0
11025,M,employed,1,9833,0.73282403,0
11026,F,employed,1,6056,0.56779277,0
11027,F,unemployed,0,17910,0.045839574,0
11028,M,employed,0,20743,0.17386709,1
11029,M,employed,1,72380,0.87067211,0
11030,F,unemployed,1,0,0.83923781,0
11031,M,employed,1,16592,0.71438587,0
11032,F,employed,0,10659,0.50323617,0
11033,M,retired,1,23325,0.0098737301,0
11034,F,employed,1,24777,0.73181456,0
11035,M,employed,0,6367,0.53150016,0
11036,M,unemployed,1,11448,0.54279691,0
11037,M,employed,0,22222,0.0,0
11038,M,student,1,0,0.3473928,0
11039,F,employed,1,6510,0.36820891,0
11040,F,employed,1,8172,0.50171626,0
11041,M,student,0,0,0.8192575,0
11042,F,student,0,4849,0.88616222,0
11043,M,employed,0,24162,0.33738697,0
11044,M,employed,1,18455,0.69194454,0
11045,M,employed,1,46739,0.94388765,0
11046,F,unemployed,1,7168,0.0,1
11047,M,employed,1,9532,0.6312626,0
11048,M,employed,0,6994,0.77167487,0
11049,F,employed,1,52780,0.77026296,0
11050,M,employed,0,7801,0.37678704,0
11051,M,student,0,0,0.028578967,0
11052,M,employed,1,30592,0.24187863,0
11053,F,employed,0,25328,0.51529008,0
11054,F,retired,0,12604,0.20950766,0
11055,M,employed,0,34591,0.079094671,0
11056,F,employed,1,33157,0.81391889,0
11057,M,employed,0,12100,0.0,0
11058,F,employed,1,23187,0.63368607,0
11059,F,student,0,0,0.80566168,0
11060,M,employed,1,38769,0.19148089,0
11061,F,unemployed,1,0,0.83399063,1
11062,F,employed,0,10978,0.75414848,0
11063,F,employed,1,13622,0.0,0
11064,M,employed,0,8747,0.74959022,0
11065,F,employed,1,9293,0.0,0
11066,F,unemployed,0,0,0.71717107,0
11067,F,employed,1,6026,0.92365217,0
11068,M,unemployed,0,0,0.94355422,1
11069,M,employed,0,8332,0.61059636,0
11070,M,employed,0,13910,0.0,0
11071,F,employed,1,7128,0.0,0
11072,M,student,0,0,0.66336489,0
11073,M,employed,1,18812,0.85681921,0
11074,F,student,0,200091,0.82738578,0
11075,M,employed,1,10811,0.72004622,0
11076,F,retired,0,4541,0.071420297,0
11077,F,unemployed,0,0,0.0,1
11078,M,employed,0,7048,0.7052713,0
11079,F,retired,0,27171,0.20119016,0
11080,F,employed,1,10490,0.7997725,0
11081,M,employed,0,53696,0.0,0
11082,F,employed,1,29629,0.0,0
11083,F,employed,1,14138,0.73465014,0
11084,M,student,0,0,0.0,1
11085,F,retired,1,4124,0.37149617,0
11086,M,employed,1,11769,0.0,0
11087,M,employed,0,8473,0.82009476,0
11088,M,employed,0,14445,0.0,0
11089,M,employed,0,14889,0.99826461,0
11090,F,unemployed,1,0,0.54685473,0
11091,M,employed,1,132235,0.73619729,0
11092,M,retired,0,1804,0.0,0
11093,M,employed,1,19457,0.42149743,0
11094,M,student,0,0,0.78112537,0
11095,M,employed,1,14508,0.0,0
11096,M,employed,0,15114,0.51299733,0
11097,M,student,0,0,0.0304711,0
11098,M,employed,1,7953,0.41466069,1
11099,M,student,0,0,0.92756379,1
11100,F,employed,1,8853,0.6068539,0
11101,M,retired,0,8050,0.10322306,0
11102,M,employed,1,7560,0.6660645,1
11103,F,unemployed,1,0,0.78035408,0
11104,F,employed,1,7762,0.0,0
11105,M,employed,1,17040,0.68212932,0
11106,F,student,0,14486,0.0,0
11107,M,student,0,0,0.0,0
11108,F,employed,1,4403,0.51347005,1
11109,M,employed,0,29247,0.0,0
11110,M,retired,1,7392,0.013241874,0
11111,M,student,0,13389,0.0,0
11112,M,employed,1,11387,0.022827294,0
11113,M,employed,1,151992,0.0,0
11114,F,unemployed,1,0,0.61190939,0
11115,F,student,0,0,0.15933831,0
11116,M,employed,1,7896,0.0,0
11117,M,retired,1,5093,0.27778238,0
11118,F,retired,1,10564,0.12085885,0
11119,F,employed,1,6399,0.096286736,0
11120,F,employed,1,6476,0.95825273,0
11121,M,employed,0,5756,0.69395059,0
11122,M,student,0,16032,0.0,0
11123,F,employed,1,13991,0.66788012,0
11124,M,employed,1,14944,0.3068656,0
11125,M,employed,1,22716,0.75101501,0
11126,F,student,0,0,0.85719585,0
11127,M,unemployed,1,0,0.66392285,0
11128,F,employed,1,4195,0.21016017,0
11129,M,employed,0,12002,0.0,0
11130,F,retired,1,20622,0.0,0
11131,F,employed,1,53641,0.0,0
11132,M,employed,1,10378,0.26035705,0
11133,F,employed,1,40345,0.75803006,0
11134,M,employed,0,8445,0.62023216,0
11135,M,unemployed,1,10782,0.53761768,1
11136,F,retired,1,3713,0.0,0
11137,M,employed,0,5851,0.54535723,0
11138,M,unemployed,1,12270,0.33469766,0
11139,F,employed,1,130194,0.04282907,0
11140,F,retired,0,1634,0.0,0
11141,F,unemployed,1,13787,0.37659836,0
11142,M,employed,1,5223,0.0,1
11143,F,employed,1,108536,0.45062023,0
11144,F,retired,1,3356,0.32839924,0
11145,F,employed,0,34565,0.14117233,0
11146,M,retired,1,16330,0.34910646,0
11147,M,employed,1,9917,0.79883444,0
11148,M,retired,1,1221,0.21643505,0
11149,M,student,0,3740,0.8418082,0
11150,M,employed,0,23698,0.02310428,0
11151,F,student,0,0,0.92070103,1
11152,F,employed,1,15586,0.0,0
11153,F,retired,1,4125,0.14052577,0
11154,F,employed,1,11200,0.0,0
11155,F,employed,1,6056,0.66227299,0
11156,M,employed,1,47649,0.92570996,0
11157,M,employed,1,5871,0.78956497,0
11158,M,retired,0,7879,0.28807086,0
11159,F,employed,0,14617,0.047250446,0
11160,M,employed,0,5156,0.75031441,0
11161,M,employed,1,8321,0.0,0
11162,M,employed,1,92981,0.95930505,0
11163,F,employed,1,9087,0.26830611,0
11164,F,employed,1,15512,0.7315793,0
