id,sex,employment,married,income,digital2
116774,M,employed,1,11763,0
116775,F,unemployed,1,24513,.79965115
116776,M,unemployed,1,10369,.80422783
116777,F,student,0,0,.57309133
116778,F,employed,1,20839,0
116779,F,unemployed,0,10103,0
116780,F,employed,1,18208,.27015087
116781,F,retired,0,8705,.17528409
116782,M,student,0,0,.81956089
116783,F,student,0,0,.97667247
116784,M,retired,0,24757,0
116785,M,student,0,0,.88477254
116786,M,employed,0,13107,.64694577
116787,M,employed,0,116083,0
116788,M,employed,1,28028,.62165594
116789,F,unemployed,1,0,0
116790,F,employed,0,6363,.51096183
116791,F,retired,0,118025,.011917556
116792,M,employed,1,17942,.17744692
116793,M,employed,0,9250,.54484844
116794,M,employed,1,32485,.37788564
116795,F,student,0,5770,.98010629
116796,F,student,0,0,0
116797,M,employed,1,42084,.74200648
116798,M,unemployed,1,0,.90137798
116799,M,student,0,0,.94069535
116800,F,employed,0,21575,.55772501
116801,F,employed,0,5696,0
116802,M,employed,1,14324,.92287046
116803,M,employed,0,12515,.15513761
116804,M,unemployed,1,15566,.54609805
116805,M,employed,1,142978,.5348931
116806,M,student,0,30821,.13327453
116807,F,employed,1,5017,.0096500218
116808,F,retired,1,12121,.19796216
116809,F,employed,1,9723,.74286562
116810,F,unemployed,0,0,.34318098
116811,F,student,0,8081,.80618507
116812,M,employed,1,21691,.81942248
116813,F,employed,1,14908,0
116814,M,employed,1,17211,.17123939
116815,F,employed,1,19614,.21483599
116816,M,retired,0,7555,.2768001
116817,F,employed,0,16820,.53723294
116818,F,employed,1,4903,.5503543
116819,F,employed,1,15594,.52376628
116820,F,employed,0,33697,0
116821,M,unemployed,1,0,.18362899
116822,M,unemployed,1,10555,.75776732
116823,M,student,0,0,.82535332
116824,M,employed,1,16893,.72895366
116825,M,employed,1,8533,.69178718
116826,F,retired,1,8360,.30695859
116827,M,employed,0,9129,0
116828,M,employed,1,6185,0
116829,M,student,0,0,0
116830,M,student,0,4423,.89245063
116831,M,unemployed,0,0,.50857544
116832,M,unemployed,1,19221,.350072
116833,M,employed,1,14178,0
116834,F,unemployed,1,19406,.55430353
116835,F,unemployed,1,0,.77501845
116836,F,retired,0,9932,0
116837,F,student,0,5929,.86866844
116838,M,employed,0,13314,.51780701
116839,F,student,1,12469,.9815532
116840,F,employed,1,5950,.2793178
116841,M,employed,1,12206,.34467021
116842,M,unemployed,1,11099,.77528661
116843,F,student,0,8481,.87253445
116844,F,unemployed,1,0,.5230189
116845,F,unemployed,1,0,.58987212
116846,F,employed,0,8140,.61318439
116847,F,employed,0,24232,.9088068
116848,M,employed,1,6977,0
116849,F,unemployed,1,0,.61729163
116850,M,employed,0,19538,.58871824
116851,M,student,0,0,.87140048
116852,M,employed,1,13460,.30664816
116853,M,employed,1,10805,0
116854,M,unemployed,1,0,.60508001
116855,M,student,0,0,.86311924
116856,M,employed,1,7647,.57955229
116857,F,unemployed,0,0,.60951227
116858,F,employed,1,60858,.31422079
116859,F,employed,0,27000,.23514003
116860,M,retired,1,15737,0
116861,M,unemployed,1,9981,.37336609
116862,M,employed,1,32382,.58953911
116863,F,student,0,3796,.65781242
116864,F,student,0,0,.75393522
116865,F,employed,1,8906,.21819051
116866,M,employed,0,10623,.15057161
116867,M,retired,1,5641,0
116868,M,unemployed,1,14082,.89299935
116869,F,employed,1,8104,.59685987
116870,M,student,0,6431,.13499707
116871,F,employed,1,7613,0
116872,M,employed,1,6893,.60402465
116873,F,student,0,0,.86852175
116874,F,unemployed,0,13838,.73275667
116875,M,employed,1,8100,.30061096
116876,F,employed,1,7590,0
116877,M,retired,1,69253,0
116878,F,employed,1,8622,0
116879,F,student,0,50525,.85679543
116880,M,retired,0,5979,.10094126
116881,F,student,0,0,.87049669
116882,F,employed,1,5616,0
116883,M,retired,1,6105,.18406412
116884,F,student,0,0,.30677181
116885,M,employed,1,10859,0
116886,M,unemployed,1,26437,0
116887,F,unemployed,0,16512,.49995932
116888,M,retired,0,23356,0
116889,M,unemployed,1,19004,.42011195
116890,M,unemployed,1,9674,0
116891,F,student,0,0,.088254392
116892,M,student,0,0,.559542
116893,M,unemployed,1,12089,.81220478
116894,M,employed,1,9171,0
116895,M,employed,1,8973,0
116896,F,unemployed,0,14767,.46693495
116897,F,employed,1,7027,0
116898,F,employed,1,12255,0
116899,M,employed,0,56991,0
116900,M,retired,0,22209,.29519862
116901,F,employed,0,8231,.54819125
116902,F,employed,0,22521,.73550016
116903,M,employed,1,7701,.085534133
116904,M,employed,1,1000000,.22291487
116905,M,unemployed,1,0,.63628757
116906,F,unemployed,1,0,.11732902
116907,F,employed,1,6618,.6426388
116908,M,employed,1,29582,0
116909,M,student,0,0,0
116910,F,retired,0,7307,.33026096
116911,F,employed,1,14200,.71366793
116912,M,employed,1,26906,.65810424
116913,M,employed,0,7915,.56583846
116914,M,employed,0,34174,.065619394
116915,M,employed,1,7045,.37975183
116916,M,retired,1,28322,.26267171
116917,F,unemployed,0,10727,.058639351
116918,M,unemployed,1,0,0
116919,F,retired,0,6317,.31044835
116920,M,employed,1,43875,.81006205
116921,M,employed,1,59789,.62561387
116922,M,employed,1,24765,.77287298
116923,F,student,0,4633,.062297568
116924,M,student,0,0,.53476816
116925,M,employed,0,7417,.83231854
116926,F,employed,1,8446,.73114371
116927,F,unemployed,1,0,.88233119
116928,F,employed,0,17433,.67470014
116929,M,employed,1,15848,.57918525
116930,M,employed,1,65039,.62228364
116931,F,student,0,18327,.7737087
116932,M,student,0,0,.98527253
116933,M,student,0,7021,0
116934,F,retired,1,27551,.12580399
116935,M,employed,1,25162,.81689858
116936,M,retired,1,12406,.017992694
116937,M,employed,1,7210,0
116938,M,retired,1,11739,.13646421
116939,M,unemployed,1,0,.72854114
116940,F,employed,1,10262,.70000404
116941,M,student,0,6834,.28744245
116942,M,employed,1,17846,.60005069
116943,M,student,0,0,.9913674
116944,M,employed,0,20494,.72653371
116945,F,student,0,13566,.37053284
116946,M,employed,1,11819,.23373084
116947,F,employed,1,22218,.081321418
116948,M,employed,0,14290,.33591413
116949,M,employed,1,7020,.71402764
116950,M,employed,1,16627,.012440196
116951,M,student,0,0,.15912649
116952,F,employed,0,17973,.097411774
116953,M,unemployed,1,0,0
116954,F,employed,1,10100,.14108595
116955,F,employed,0,63336,.7798596
116956,M,employed,0,10131,.34037647
116957,M,student,0,40159,.85040218
116958,F,employed,1,14629,0
116959,F,employed,1,5712,.38819015
116960,M,employed,1,55557,.66598403
116961,M,employed,1,28848,.5183357
116962,F,employed,1,5050,.65273333
116963,F,retired,1,9182,0
116964,F,unemployed,0,0,0
116965,M,unemployed,0,0,.5753305
116966,M,employed,1,9015,0
116967,M,employed,1,44513,.54078156
116968,M,employed,1,13481,.044759318
116969,M,employed,1,6763,0
116970,M,employed,1,8490,.63336021
116971,F,employed,1,5709,.34954834
116972,M,student,0,0,.78486419
116973,F,student,0,0,.97230846
116974,F,employed,1,36923,0
116975,F,employed,1,20067,0
116976,F,retired,1,10947,.32874897
116977,M,employed,1,36725,.58743608
116978,M,employed,1,10469,.079774208
116979,M,employed,1,6458,0
116980,F,student,0,3681,.88663858
116981,F,employed,1,47321,.91654396
116982,F,employed,1,6102,.71250063
116983,M,unemployed,1,8321,0
116984,F,employed,1,15629,.57465255
116985,F,employed,0,21042,.6618976
116986,M,unemployed,1,0,0
116987,F,employed,0,22119,.70170397
116988,M,unemployed,1,0,.99519873
116989,F,unemployed,1,0,.33458257
116990,F,student,0,0,.20073339
116991,M,employed,1,9222,.48529434
116992,F,employed,1,49508,.56389958
116993,M,employed,1,15558,.55921245
116994,M,retired,1,6310,0
116995,F,student,0,0,.60441184
116996,F,employed,0,5897,.88465822
116997,M,retired,1,4072,0
116998,F,employed,1,7268,.21061343
116999,M,employed,1,75782,.72670376
117000,M,student,0,0,.81149971
117001,F,employed,0,10912,0
117002,M,employed,1,12234,.3410891
117003,F,student,0,0,.92446727
117004,M,retired,1,21264,.043912388
117005,F,employed,1,7818,.78883445
117006,F,employed,1,20367,.5819146
117007,M,employed,1,45535,0
117008,F,unemployed,1,6638,.88143396
117009,M,retired,1,8152,.21809492
117010,F,student,0,5349,.8017059
117011,M,retired,1,5813,0
117012,M,employed,0,20401,.54720867
117013,M,student,0,0,.29323131
117014,M,retired,0,4946,.19233745
117015,M,unemployed,1,0,.63053483
117016,F,employed,0,98478,.81056684
117017,M,employed,1,6172,.39020199
117018,M,employed,1,31661,.37522861
117019,M,employed,1,8092,.47518566
117020,M,employed,1,21776,.62212187
117021,F,employed,0,12404,0
117022,F,employed,0,6300,.83835149
117023,F,employed,1,8309,.5132547
117024,F,student,0,0,.36571574
117025,M,employed,0,9274,0
117026,F,student,0,0,.90604174
117027,M,unemployed,1,10468,.51827937
117028,M,unemployed,1,0,.27839437
117029,M,student,0,0,0
117030,F,student,0,0,.87566644
117031,M,unemployed,1,0,0
117032,M,employed,1,10794,.56234062
117033,M,employed,1,9110,.047731794
117034,F,student,0,3755,.93797541
117035,M,unemployed,1,6673,.033039324
117036,F,employed,1,7832,.19355635
117037,M,unemployed,1,0,0
117038,F,student,0,0,.87831271
117039,M,unemployed,0,0,0
117040,F,employed,1,5274,0
117041,M,unemployed,1,9333,.73079908
117042,M,employed,1,8604,.98445344
117043,M,employed,1,33159,0
117044,F,employed,1,12787,0
117045,M,employed,0,6902,.46738666
117046,M,employed,1,12402,.36048469
117047,F,employed,1,13144,.40880942
117048,M,employed,1,14069,.14862587
117049,M,retired,0,18734,.28733823
117050,F,employed,0,20543,.51278543
117051,M,employed,1,28299,.41487497
117052,M,student,1,0,.82496655
117053,M,unemployed,1,24974,.080744788
117054,F,student,0,12456,.89771354
117055,F,employed,1,9225,.53711289
117056,M,student,0,0,.93375671
117057,M,employed,1,32634,.53750944
117058,M,retired,0,6313,.22644961
117059,F,employed,1,5873,.42649382
117060,M,student,0,0,.47634867
117061,F,retired,1,3651,.26502904
117062,F,employed,0,67867,.53865951
117063,F,employed,1,10786,0
117064,M,employed,1,9007,.57520944
117065,M,unemployed,1,13445,.78191668
117066,F,employed,1,19178,.53582042
117067,F,retired,1,9066,.1667344
117068,F,employed,1,5296,0
117069,F,unemployed,1,5823,.29755017
117070,M,employed,0,10344,.1582953
117071,F,retired,0,10411,0
117072,M,employed,1,10021,.57933712
117073,M,employed,0,52084,.32974514
117074,F,retired,0,13520,.077573135
117075,F,unemployed,0,0,0
117076,F,employed,1,9827,.35750851
117077,F,employed,1,8852,0
117078,F,unemployed,1,9567,.30313519
117079,F,employed,1,5019,.98396158
117080,M,employed,1,12266,.21900143
117081,M,employed,0,14036,.82107341
117082,M,student,1,0,.906443
117083,M,employed,1,10084,.14781849
117084,M,employed,1,169207,.35806382
117085,M,employed,0,11666,.20443068
117086,F,employed,1,8799,.66513866
117087,M,student,0,0,.34794223
117088,M,unemployed,1,15309,.51248658
117089,M,unemployed,0,0,.055791583
117090,M,employed,0,6348,.73329079
117091,F,employed,1,5624,.68219084
117092,F,unemployed,1,12439,.76471525
117093,M,employed,0,27485,.55433941
117094,M,retired,0,5149,0
117095,M,employed,1,24832,.53415567
117096,M,student,0,19148,.74419546
117097,M,employed,1,7298,.88115948
117098,M,employed,1,14392,.54948008
117099,F,employed,0,10662,.64018029
117100,M,employed,0,7300,.77664506
117101,M,employed,1,11138,0
117102,M,employed,1,13746,.62058896
117103,F,employed,0,7193,0
117104,F,retired,0,16518,0
117105,M,student,0,9562,0
117106,F,employed,1,4531,.70193756
117107,F,employed,1,14049,.89350581
117108,M,employed,1,19587,.30830422
117109,M,employed,1,10898,0
117110,F,employed,0,20613,0
117111,F,employed,1,6953,.098521166
117112,M,employed,0,8070,.63151884
117113,M,employed,1,6708,.81408679
117114,F,retired,1,10633,.33012623
117115,M,employed,0,30045,.90578055
117116,M,student,0,8865,.27098078
117117,M,employed,1,35402,0
117118,M,retired,1,12338,.094774574
117119,M,student,0,0,.024844965
117120,M,employed,1,73728,.71525753
117121,F,retired,0,4910,.28721818
117122,M,employed,0,20992,.71342838
117123,M,unemployed,1,0,.79989094
117124,F,unemployed,1,8515,.093080856
117125,M,employed,1,13618,.89467192
117126,F,employed,1,6123,.12171511
117127,F,student,0,16607,.99296367
117128,M,student,0,0,.65767163
117129,F,retired,1,8812,.11756897
117130,F,employed,1,9114,0
117131,F,student,0,11434,.85935748
117132,M,employed,1,5803,.082673341
117133,M,unemployed,1,8486,.22449547
117134,M,employed,1,10074,0
117135,M,employed,0,26695,.041696411
117136,M,employed,1,24624,.23988211
117137,M,unemployed,1,0,.48144484
117138,F,unemployed,1,29570,.50137669
117139,F,employed,0,8693,.66108179
117140,M,student,0,0,.87323761
117141,M,unemployed,1,0,0
117142,F,unemployed,0,0,.11117965
117143,F,student,0,0,.16436273
117144,F,employed,1,7565,.54177749
117145,F,unemployed,1,12329,.5428654
117146,M,employed,0,15721,.89885771
117147,M,unemployed,0,50996,.54274118
117148,M,employed,1,152915,.69017124
117149,M,unemployed,1,0,.99862653
117150,M,student,0,0,.84778321
117151,F,employed,1,16876,.76627594
117152,M,employed,1,22069,0
117153,M,employed,1,43636,.51252717
117154,M,employed,1,10071,.18751666
117155,M,employed,1,6484,.50517774
117156,F,employed,1,32554,.011284017
117157,M,retired,0,39431,0
117158,F,unemployed,1,11681,.15047938
117159,M,employed,1,12073,.81722075
117160,M,unemployed,1,9998,0
117161,M,employed,0,8958,.19348037
117162,F,employed,1,142081,.79962236
117163,M,employed,1,48007,0
117164,M,employed,1,15522,0
117165,F,employed,0,5179,.54718965
117166,F,unemployed,1,0,0
117167,M,employed,1,6469,.70089173
117168,M,employed,0,6645,0
117169,M,employed,1,9254,0
117170,M,employed,1,6291,.68219435
117171,F,student,0,0,.3697477
117172,M,employed,1,18464,.54833198
117173,M,employed,1,11384,.12872922
117174,F,employed,0,28835,.49671882
117175,M,employed,1,19671,.15644048
117176,M,employed,1,8298,0
117177,M,employed,1,6746,0
117178,F,retired,0,5322,.12145048
117179,M,student,1,0,.31391588
117180,M,employed,1,7503,0
117181,F,employed,1,5426,.21500759
117182,M,employed,1,7436,0
117183,F,unemployed,1,10647,.84547621
117184,F,employed,0,17008,.46420416
117185,M,student,0,14546,.8746196
117186,F,unemployed,1,0,.84862947
117187,M,employed,1,11965,0
117188,M,student,0,16423,.74429953
117189,M,employed,1,5938,.30788475
117190,F,employed,1,7848,.0016914103
117191,F,employed,1,9484,.6928156
117192,F,student,0,0,.081352636
117193,M,student,0,8088,.72392207
117194,F,unemployed,1,0,.63220984
117195,F,employed,1,4331,0
117196,M,unemployed,0,0,0
117197,M,employed,0,17896,.005638259
117198,M,employed,1,9822,.69005644
117199,F,retired,1,8569,.15707013
117200,M,student,0,3576,.051749729
117201,F,unemployed,0,20156,.50263971
117202,M,employed,0,8218,0
117203,F,student,0,0,.17015383
117204,F,unemployed,1,6127,.33500475
117205,M,employed,1,14404,.60114908
117206,M,unemployed,1,22282,.1497463
117207,M,student,0,4910,.93278468
117208,F,employed,0,22253,.23982443
117209,F,employed,1,13733,.57654202
117210,M,student,0,0,.088633917
117211,F,employed,1,6962,.65217793
117212,F,student,0,0,0
117213,M,retired,1,8872,.207571
117214,F,student,0,0,.76536858
117215,F,unemployed,0,0,.71339458
117216,F,employed,1,5345,.97235709
117217,F,employed,1,10190,0
117218,F,employed,1,6458,.69845027
117219,M,retired,1,9122,.070952132
117220,F,employed,1,19293,.54212838
117221,F,employed,0,12747,.4882367
117222,M,employed,1,15368,0
117223,F,employed,0,10001,.50162715
117224,M,student,0,0,.42354017
117225,F,unemployed,0,7378,.61244464
117226,M,retired,1,6699,.156903
117227,M,employed,1,8203,0
117228,M,employed,1,79232,.68922889
117229,F,employed,1,6492,.13023111
117230,M,employed,1,5289,.75724494
117231,F,student,0,28019,.86222684
117232,F,employed,1,14744,.29017743
117233,F,employed,1,13584,0
117234,F,employed,1,6285,.70122421
117235,M,employed,1,10224,.1900648
117236,F,employed,0,12633,0
117237,M,employed,0,18331,.67562407
117238,F,retired,1,3288,.026205624
117239,F,employed,0,16484,.78298217
117240,F,student,0,0,.3358981
117241,F,employed,1,6393,.050682172
117242,M,employed,0,6823,.028315995
117243,M,student,0,3513,.28777668
117244,M,employed,1,6833,.54599106
117245,M,employed,1,35890,0
117246,F,employed,1,257635,0
117247,F,student,0,0,.85686058
117248,M,student,0,0,0
117249,F,employed,1,54521,.27755746
117250,F,student,1,0,.45518038
117251,M,retired,0,5958,0
117252,M,unemployed,1,13408,.6132769
117253,M,employed,1,8753,.77092415
117254,M,student,0,0,0
117255,M,employed,1,12674,.075080834
117256,M,employed,0,5210,.38662323
117257,M,employed,1,7716,.42549592
117258,M,employed,0,7134,.85176593
117259,M,student,0,0,.9559117
117260,M,employed,1,8393,.87684548
117261,F,retired,1,6618,.27719861
117262,M,employed,1,14663,0
117263,M,student,0,0,.86628568
117264,M,retired,1,6961,.017450128
117265,F,retired,1,2353,.23979183
117266,F,unemployed,1,0,.80953312
117267,F,retired,0,2726,.21352217
117268,M,retired,0,23299,.14619888
117269,F,retired,0,4165,.2499543
117270,M,student,0,7720,.0027370914
117271,M,student,0,0,.78732055
117272,F,employed,1,28331,.59502178
117273,M,employed,1,278553,.42197508
117274,F,employed,1,12717,.78843707
117275,F,unemployed,0,26139,.26610067
117276,M,employed,1,9911,.74990791
117277,F,employed,1,5873,.73643762
117278,M,student,0,0,.9138909
117279,M,employed,0,16009,.70161349
117280,M,student,0,0,.85697913
117281,F,student,1,0,.91029376
117282,F,employed,0,15169,.24385537
117283,M,employed,1,14100,.29788661
117284,F,employed,0,10062,.88668191
117285,F,employed,1,5000,.53454381
117286,M,student,0,0,.76879442
117287,F,student,0,0,.50474447
117288,M,employed,1,11235,.56938761
117289,F,student,0,0,.83252448
117290,F,employed,1,19742,.52899826
117291,F,retired,1,128630,0
117292,M,employed,1,14918,.8539567
117293,M,student,0,0,.87884521
117294,F,retired,0,4460,0
117295,M,unemployed,1,17929,.7750935
117296,M,retired,0,11385,.1968361
117297,F,retired,1,2510,0
117298,M,employed,1,24957,.50879908
117299,M,employed,1,30370,0
117300,M,employed,0,8484,0
117301,F,retired,1,5453,.25662819
117302,M,employed,1,7217,.43558878
117303,F,unemployed,0,17613,0
117304,F,student,0,0,.27214053
117305,M,employed,1,18094,.79423565
117306,M,unemployed,1,62605,.68002361
117307,M,employed,1,12907,.52883542
117308,M,employed,1,24939,.61393678
117309,F,unemployed,1,0,.50575179
117310,F,employed,1,5172,0
117311,M,employed,1,8198,.88591844
117312,M,student,0,0,.87306499
117313,F,employed,0,28469,0
117314,M,student,0,0,.98177707
117315,F,retired,1,58025,.14299396
117316,F,unemployed,1,56410,.40415418
117317,F,retired,1,9430,.19983485
117318,F,unemployed,1,0,.48170838
117319,F,employed,1,101238,0
117320,M,employed,1,5273,.080124609
117321,M,employed,1,56042,.85913312
117322,M,student,0,4912,.11768944
117323,F,employed,1,10399,0
117324,F,employed,1,16222,.50618166
117325,F,student,0,0,.14701106
117326,F,unemployed,1,60404,0
117327,M,retired,0,9338,.00001784017
117328,F,employed,1,165804,.75783849
117329,M,employed,1,15275,.76423371
117330,F,employed,1,24615,.10861955
117331,M,unemployed,0,0,.25140071
117332,M,employed,0,19746,.50784999
117333,M,employed,0,10810,0
117334,M,employed,1,42364,.61001039
117335,M,employed,1,31489,.52905613
117336,F,employed,1,6734,.023951422
117337,M,employed,1,23582,.56434989
117338,M,employed,1,5161,.26099703
117339,F,retired,0,17726,.30648085
117340,M,employed,1,10770,.21146892
117341,M,student,0,0,.74101639
117342,M,employed,1,13183,0
117343,M,student,0,18437,.88334161
117344,F,unemployed,1,0,.15102935
117345,M,unemployed,1,0,.60501432
117346,F,employed,1,8894,0
117347,M,employed,0,23948,.32694119
117348,F,student,0,0,0
117349,F,student,0,0,.032976467
117350,F,unemployed,1,16312,.3267312
117351,F,student,0,0,.85647005
117352,M,unemployed,0,0,.97946244
117353,F,employed,1,6052,0
117354,F,student,0,0,.4868032
117355,M,employed,1,27871,.69925767
117356,M,employed,0,17202,.9661094
117357,M,employed,0,9953,.52086031
117358,M,student,1,0,0
117359,M,employed,1,273884,.33713675
117360,F,employed,1,8414,.64150172
117361,F,employed,0,9395,.73742789
117362,F,employed,0,29325,0
117363,F,employed,0,7274,.16261213
117364,M,unemployed,1,0,.22428487
117365,M,retired,0,4990,.29735473
117366,M,employed,1,15107,.25573397
117367,M,employed,1,7442,0
117368,F,employed,1,6719,.414664
117369,M,employed,1,7454,0
117370,F,employed,1,46066,.008936421
117371,M,student,0,3378,.98599529
117372,F,student,1,70087,.87165529
117373,M,employed,1,7502,.58734488
117374,M,employed,0,7315,0
117375,F,unemployed,1,12843,0
117376,M,employed,0,6006,.69345468
117377,M,employed,1,18780,.88996917
117378,F,employed,0,17366,.76872319
117379,F,employed,0,12324,.81885844
117380,M,employed,1,7855,.32044855
117381,F,employed,0,5981,.1208174
117382,M,employed,1,5530,.29048327
117383,M,employed,1,13855,.83621407
117384,M,employed,1,325028,.34374809
117385,M,employed,1,46957,.11493497
117386,F,unemployed,1,37237,.75353056
117387,M,employed,1,15480,.57903248
117388,F,employed,0,6871,0
117389,M,employed,0,8769,.68358278
117390,M,employed,1,6665,0
117391,M,employed,1,6827,.63382089
117392,F,retired,1,21839,.21250434
117393,M,employed,0,14933,.62485343
117394,F,employed,1,8882,.42600754
117395,F,retired,0,15078,0
117396,M,employed,0,102004,.1501307
117397,F,employed,0,7113,.90008301
117398,M,employed,1,7978,.71074843
117399,M,employed,1,5253,.56312156
117400,F,employed,1,5399,.94279587
117401,M,unemployed,0,0,.85586011
117402,F,employed,1,16194,.69536674
117403,M,employed,1,9877,0
117404,M,employed,1,7122,.80231702
117405,F,unemployed,0,6719,.36687037
117406,F,student,0,0,.84536123
117407,F,unemployed,1,0,0
117408,M,employed,1,10224,.97327572
117409,M,employed,0,14572,0
117410,M,employed,1,15119,.22371648
117411,M,employed,0,35077,.51501513
117412,M,employed,1,9748,.023088392
117413,M,student,0,7305,0
117414,F,employed,1,41255,.69065487
117415,M,employed,1,17128,.60284442
117416,F,student,0,0,.37257957
117417,M,retired,0,5364,0
117418,M,student,0,16166,.18272038
117419,F,employed,0,11052,.66833079
117420,M,employed,0,46399,.46813962
117421,F,unemployed,1,0,.6661765
117422,F,employed,1,27682,0
117423,F,student,0,0,.98979139
117424,F,employed,1,10687,.77911913
117425,M,employed,1,5651,.71264565
117426,M,employed,1,39731,0
117427,F,employed,1,9573,.04364685
117428,F,unemployed,0,17644,.62948465
117429,F,student,0,16223,.86515409
117430,M,employed,1,16276,.59255117
117431,M,employed,0,10150,.58676076
117432,M,employed,0,16505,.77402854
117433,M,employed,0,10373,.81802261
117434,M,student,0,18327,.48238754
117435,M,student,1,0,.90534914
117436,M,employed,0,17048,.49820435
117437,F,employed,0,7237,.93723202
117438,M,employed,0,14931,.6405369
117439,F,unemployed,1,12624,.50950152
117440,M,employed,1,5913,.61084884
117441,F,retired,1,3077,0
117442,F,student,1,0,.42702606
117443,M,unemployed,1,10001,.63458955
117444,M,retired,1,4476,.26775765
117445,M,employed,1,8466,.59180433
117446,M,employed,0,28004,0
117447,M,student,0,0,.8069995
117448,F,employed,1,19844,.78594208
117449,F,employed,1,8754,.85593414
117450,F,employed,0,9656,.1586452
117451,F,employed,1,6395,.58944058
117452,M,retired,1,5930,.33128241
117453,M,retired,0,32330,0
117454,F,employed,1,7691,.34204492
117455,M,student,0,5783,.48515123
117456,M,employed,1,394449,.80267596
117457,M,employed,0,14967,.71889907
117458,M,employed,1,7792,0
117459,F,student,0,0,.68379492
117460,F,student,1,0,.87789553
117461,M,student,0,0,.7635572
117462,F,employed,1,12247,0
117463,M,employed,0,11593,.70302331
117464,M,employed,1,11682,.47397235
117465,M,student,0,0,.60251439
117466,M,unemployed,1,13898,0
117467,M,employed,1,7277,0
117468,M,employed,1,7054,0
117469,F,student,0,0,0
117470,F,employed,0,69081,.7441352
117471,M,employed,1,9968,0
117472,M,employed,1,23003,.6112721
117473,M,employed,1,17470,.2289217
117474,M,employed,1,28090,.5342806
117475,F,retired,1,3511,.36351186
117476,M,employed,1,8013,.34737834
117477,F,retired,1,4234,0
117478,M,employed,1,31348,.18145713
117479,M,employed,0,76040,.52806914
117480,M,employed,1,17395,.33337671
117481,M,employed,0,53616,.62864023
117482,M,unemployed,1,12516,.59312308
117483,M,employed,1,17905,0
117484,M,student,0,0,.56089538
117485,M,employed,1,12610,.91359651
117486,F,unemployed,1,9230,.77375984
117487,M,employed,1,122843,0
117488,F,employed,0,13715,.83436012
117489,F,unemployed,0,6454,.084793553
117490,M,unemployed,1,0,.88807082
117491,M,employed,1,8504,.82773656
117492,M,unemployed,1,24526,0
117493,M,employed,0,16273,.21217242
117494,M,unemployed,1,75965,0
117495,M,unemployed,1,0,.67120266
117496,M,unemployed,1,8456,.60513127
117497,F,employed,0,19309,.28292751
117498,M,unemployed,1,0,.67975467
117499,F,student,0,0,.9058761
117500,F,employed,1,52181,0
117501,M,retired,1,5136,0
117502,M,student,1,0,0
117503,M,employed,1,11477,.81953824
117504,F,retired,1,5762,.22206667
117505,M,student,0,8316,0
117506,M,employed,1,11636,0
117507,F,employed,1,21199,.60784477
117508,F,employed,1,6578,.47094402
117509,M,retired,1,2096,.13244814
117510,M,employed,0,13775,0
117511,M,employed,1,7481,.018166905
117512,M,employed,1,14379,.5386135
117513,M,retired,0,4444,.098219961
117514,F,unemployed,1,7010,0
117515,F,student,0,0,.45891199
117516,M,employed,1,22626,0
117517,M,employed,1,36142,.68327212
117518,M,employed,1,6089,0
117519,M,employed,1,196938,0
117520,F,student,0,0,.69427043
117521,M,employed,1,9658,.56628996
117522,M,employed,1,9114,.64241248
117523,M,retired,0,44990,.33985204
117524,F,student,1,5348,0
117525,F,unemployed,1,0,.78320229
117526,M,employed,0,9041,0
117527,F,employed,1,43089,.8831591
117528,M,employed,1,190746,.73624104
117529,M,employed,1,6792,.084825881
117530,M,retired,0,6074,.27365655
117531,M,student,0,0,.89851743
117532,M,employed,0,11896,.65685248
117533,M,employed,1,6799,.64115059
117534,F,employed,1,20803,0
117535,M,employed,1,11152,.012918315
117536,M,unemployed,1,60483,.68070179
117537,F,employed,1,7422,.18010886
117538,F,employed,1,21903,.72758532
117539,F,student,0,0,.91153753
117540,M,student,0,0,.99402589
117541,M,employed,1,9697,.53918344
117542,M,employed,1,11709,.1008114
117543,F,retired,0,71046,0
117544,M,student,1,0,.051350307
117545,F,employed,1,21256,.66067517
117546,M,employed,1,19210,.82584667
117547,F,student,0,0,.88301194
117548,M,unemployed,1,32912,.45930064
117549,M,employed,0,22188,.90362096
117550,M,student,0,0,.37618479
117551,F,student,0,0,.98870307
117552,M,employed,1,32587,.64748412
117553,M,employed,1,13853,.0071324841
117554,M,employed,1,10784,.53549349
117555,M,student,0,16570,.45812652
117556,F,employed,1,57310,.60300076
117557,F,employed,0,7967,.37634957
117558,M,employed,0,10199,.554084
117559,M,student,0,0,.76790881
117560,F,student,0,0,.85119033
117561,M,retired,0,9265,.26448455
117562,F,employed,1,6722,.6663819
117563,M,retired,1,15865,.30095616
117564,F,employed,1,17798,.79532653
117565,M,employed,0,39492,.1757185
117566,F,retired,1,3324,0
117567,M,employed,1,13905,.81124467
117568,M,employed,1,12671,.26583791
117569,M,employed,1,19476,.26248652
117570,M,employed,1,12491,0
117571,M,unemployed,0,0,.51911068
117572,F,unemployed,0,93135,.77435488
117573,F,employed,1,121887,0
117574,M,employed,1,17720,.16899247
117575,M,employed,1,120357,.66495657
117576,F,employed,1,5305,.2776975
117577,F,unemployed,0,7449,0
117578,F,student,0,0,.27393994
117579,M,employed,0,9804,.55244565
117580,M,employed,1,9237,.10226816
117581,M,employed,0,9057,.025858173
